Visa Rank	Employer	H1B LCA(2017-2019) (Denied, Withdrawn/Total)	Green Card LC(2017-2019)  (Denied, Withdrawn/Total)
2155	8929	Idc Technologies, Inc.	1/26	-
2156	8929	Innovtech Inc	1/22	1/4
2157	8929	Switchlane Inc.	2/23	0/3
2158	8929	George Ventures Llc	1/23	0/3
2159	8929	Baywood Hotels, Inc.	2/26	-
2160	8929	Kitware, Inc.	0/20	0/6
2161	8929	Nuware Technology Corp	2/24	0/2
2162	8929	Mediaocean, Llc	1/26	-
2163	8929	Alpha Synopsys, Inc	0/24	0/2
2164	8929	Msg Global Solutions, Inc.	0/19	0/7
2165	8929	Teoco Corporation	1/19	1/7
2166	8929	Ctis, Inc.	1/23	0/3
2167	8929	Thesys Technologies, Llc	3/26	-
2168	8929	Hi-Rez Studios, Inc.	1/22	0/4
2169	8929	Tej Solutions Inc.	3/22	0/4
2170	9187	Copper Mobile, Inc	0/22	0/3
2171	9187	Velocity Technology Solutions, Inc.	2/23	0/2
2172	9187	Zones, Inc.	2/18	1/7
2173	9187	Filemaker, Inc.	2/19	0/6
2174	9187	Compu-Vision Consulting, Inc.	1/20	1/5
2175	9187	Inficare, Inc.	2/25	-
2176	9187	Healthcaresource Hr Inc.	1/24	0/1
2177	9187	Idt Corporation	0/23	0/2
2178	9187	Radiant Technologies Inc	2/21	1/4
2179	9187	Tek-Sources, Inc.	3/23	0/2
2180	9187	Caci-Iss Inc.	4/24	0/1
2181	9187	Judge Software Professionals Inc	0/20	1/5
2182	9187	Lodestar Systems Inc	0/21	1/4
2183	9187	Emetric Llc	1/23	0/2
2184	9187	Technocentra, Inc.	0/22	1/3
2185	9187	Nb Consultants, Inc.	0/19	1/6
2186	9187	Paymetric, Inc.	1/16	0/9
2187	9187	Select Source International	0/22	1/3
2188	9187	Taj Technologies, Inc.	3/20	0/5
2189	9187	Adoresoft Corporation	0/22	0/3
2190	9187	Cypress Global Services, Inc.	1/22	0/3
2191	9187	Sap Global Marketing, Inc.	0/21	0/4
2192	9187	Clinical Data Solution, Llc	0/21	0/4
2193	9187	Enterprise Consulting Services, Inc.	1/25	-
2194	9187	Itdr, Inc.	0/22	0/3
2195	9187	Mcdonald's Corporation	2/23	1/2
2196	9187	Csxperts Llc	6/23	1/2
2197	9187	Urbane Systems Llc	1/22	0/3
2198	9187	Techno Services Llc	2/23	2/2
2199	9187	Nextxap Inc.	1/22	0/3
2200	9187	Computer Technology Resources, Inc.	6/23	0/2
2201	9187	Liaison Technologies, Inc.	2/22	0/3
2202	9438	Genewiz, Inc.	0/24	-
2203	9438	Peel Technologies, Inc.	3/22	0/2
2204	9438	Sitek, Inc.	0/24	-
2205	9438	Gs Global Services, Inc.	2/20	0/4
2206	9438	Strava, Inc.	0/18	1/6
2207	9438	Gracenote, Inc.	0/9	0/15
2208	9438	Libsys Inc	1/19	0/5
2209	9438	Pluribus Networks, Inc.	0/19	1/5
2210	9438	Global Business Consulting Services, Inc.	2/22	0/2
2211	9438	Emergys Corporation	0/24	-
2212	9438	Starwood Hotels & Resorts Worldwide, Inc.	0/18	2/6
2213	9438	Amba Systems	0/23	0/1
2214	9438	Exegy Incorporated	3/15	2/9
2215	9438	Deluxe Media Creative Services Inc.	3/17	0/7
2216	9438	Netnumber, Inc.	0/20	0/4
2217	9438	Insight North America, Inc.	0/22	0/2
2218	9438	Global It Solutions Inc	0/24	-
2219	9438	Compunetix, Inc.	0/18	0/6
2220	9438	Lastline, Inc.	2/22	0/2
2221	9438	Tekdynamics, Inc.	0/23	0/1
2222	9438	Malla Systems Inc Dba Efulgent	0/18	0/6
2223	9438	Compusharp Inc	3/23	0/1
2224	9438	Softnet Consulting Inc.	1/22	0/2
2225	9438	Growbiz Services, Inc.	1/21	0/3
2226	9438	Lumen21, Inc.	1/20	1/4
2227	9438	Tescra Inc	1/20	0/4
2228	9438	Chenoa Information Services, Inc.	0/22	0/2
2229	9438	Arvyn Technologies, Inc	0/23	0/1
2230	9438	Alacriti, Inc.	0/21	0/3
2231	9438	It Objects Llc	0/24	-
2232	9438	Inttra, Inc.	0/19	0/5
2233	9438	Patni Americas, Inc.	-	11/24
2234	9438	Lumendata, Inc.	1/22	0/2
2235	9438	Smk Soft Inc	0/23	0/1
2236	9438	Eclaro International, Inc	4/22	0/2
2237	9741	Core Education & Technologies Ltd.	1/22	1/1
2238	9741	It Labs Inc	1/22	1/1
2239	9741	Solix Technologies Incorporated	1/23	-
2240	9741	Glotel, Inc.	1/21	0/2
2241	9741	Archer Grey, Llc	3/21	0/2
2242	9741	Doublebridge Technologies, Inc.	1/22	0/1
2243	9741	Calypso Software, Inc.	2/23	-
2244	9741	Maxonic, Inc.	0/23	-
2245	9741	Ez Tek Solutions, Inc.	0/23	-
2246	9741	Dmi Big Data Insights Llc	0/15	2/8
2247	9741	Simcorp Usa, Inc.	1/9	0/14
2248	9741	Creamos Solutions Inc	2/22	0/1
2249	9741	Packet-One Llc	6/21	0/2
2250	9741	Xpedite Technologies Inc	1/22	0/1
2251	9741	Banjo, Inc.	0/19	0/4
2252	9741	Embedur Systems, Inc.	1/21	0/2
2253	9741	Ciphercloud, Inc.	0/23	-
2254	9741	Aaxis Group Corporation	0/21	0/2
2255	9741	Pearl Consulting Services, Inc	2/23	-
2256	9741	Nsg Technology, Inc.	3/20	0/3
2257	9741	Genesis Research Llc	3/21	0/2
2258	9741	Abeam Consulting (Usa) Ltd.	1/20	0/3
2259	9741	Adroitent, Inc	1/21	0/2
2260	9741	Achieva I.T., Inc	0/22	0/1
2261	9741	Malax Solutions Inc.	1/21	1/2
2262	9741	Eapt Solutions, Inc.	1/23	-
2263	9741	Millennium Consultants Inc	1/20	0/3
2264	9741	Enova Technology Solutions	0/23	-
2265	9741	Addteq Llc	2/15	2/8
2266	9741	Pinger, Inc.	0/20	0/3
2267	9741	Eresources Consultants Inc.	3/18	0/5
2268	9741	Ithaka Harbors, Inc.	0/20	0/3
2269	9741	Livermore Software Technology Corp.	0/15	2/8
2270	9741	Infomet, Inc.	1/19	1/4
2271	9741	Dynamic Access Systems, Inc	1/20	1/3
2272	9741	Pagebites, Inc.	2/18	0/5
2273	9741	Atlas Systems Inc.	0/20	0/3
2274	9741	Pps Infotech Llc	3/23	-
2275	9741	Microturn System Inc	0/20	0/3
2276	10082	Primetime Technologies Inc.	1/20	0/2
2277	10082	Ayrus, Inc	0/22	-
2278	10082	Mvp Consulting Plus, Inc.	0/19	0/3
2279	10082	Infinite Solutions, Inc.	2/20	0/2
2280	10082	Etelligent Group Llc	0/22	-
2281	10082	Crystal Equation Corporation	0/21	1/1
2282	10082	Only It Solutions Inc	0/15	6/7
2283	10082	Sicher Global Solutions Inc	0/16	0/6
2284	10082	Materials Software Systems Inc	2/21	0/1
2285	10082	Infogix, Inc.	1/16	2/6
2286	10082	Subex, Inc.	0/17	2/5
2287	10082	Alfa Gl, Inc.	0/22	-
2288	10082	Aequor Technologies, Inc.	1/22	-
2289	10082	Dunn Solutions Group, Inc.	2/20	0/2
2290	10082	Actiance, Inc.	3/17	0/5
2291	10082	Emphasis Software Development, Inc.	0/15	1/7
2292	10082	Prometheus Computing, Llc	0/19	0/3
2293	10082	Optima Global Solutions, Inc.	2/19	0/3
2294	10082	Verism Systems, Inc.	1/20	0/2
2295	10082	Msys Inc.	1/22	-
2296	10082	Aptean, Inc.	0/16	0/6
2297	10082	Teletech Team, Llc	0/18	0/4
2298	10417	Cedar Document Technologies, Inc.	0/21	-
2299	10417	Applied Thought Auditors And Consultant, Inc	-	5/21
2300	10417	Wyde Corporation	0/13	0/8
2301	10417	Smartit Staffing, Inc.	1/18	2/3
2302	10417	Isqare Technologies, Inc	0/19	0/2
2303	10417	Pelco, Inc.	1/15	0/6
2304	10417	Xylo Technologies, Inc.	1/21	-
2305	10417	Logybytes, Inc.	0/21	-
2306	10417	Qualinfotech Solutions Inc.	2/18	0/3
2307	10417	Sv Tech Inc.,	1/20	0/1
2308	10417	Calsoft Systems	1/16	0/5
2309	10417	Genova Technologies, Inc.	0/21	-
2310	10417	Data Aixsys, Inc	0/20	0/1
2311	10417	Mark Logic Corporation	0/12	0/9
2312	10417	Dovetail Systems, Inc.	3/20	0/1
2313	10417	Pace Solutions, Inc.	0/19	0/2
2314	10417	Techexcel, Inc.	1/19	0/2
2315	10417	Manage My Dream, Llc	3/21	-
2316	10417	Iplanner, Inc.	0/21	-
2317	10417	Motus It, Inc.	0/19	1/2
2318	10417	Dice Technologies, Inc.	2/21	-
2319	10417	Chrome River Technologies, Inc.	3/20	0/1
2320	10417	@business, Inc.	2/21	-
2321	10417	Flying Food Group, Llc	0/17	0/4
2322	10417	Comp Consults Inc	1/20	0/1
2323	10417	Vsoft Infoware, Inc	4/20	0/1
2324	10417	Digital Infuzion, Inc.	1/20	0/1
2325	10417	Ardent Technologies Inc	3/19	0/2
2326	10417	Bis Consulting, Inc.	0/17	0/4
2327	10417	Amc Technology, Llc	1/18	1/3
2328	10417	Vertex Computer Systems, Inc.	0/17	1/4
2329	10417	Currier, Mccabe & Associates, Inc.	0/17	1/4
2330	10793	Vedasoft, Inc.	0/17	0/3
2331	10793	Aramark Management, Llc	2/20	-
2332	10793	Corporate America Business Solutions Inc	1/18	0/2
2333	10793	Global Tel*link Corporation	3/20	-
2334	10793	Ntech Solutions Inc	0/18	0/2
2335	10793	Capgemini Financial Services Usa Inc	0/6	1/14
2336	10793	Rsg Media Systems, Llc	2/16	0/4
2337	10793	Excel. Est Llc	0/20	-
2338	10793	Princeton Blue, Inc.	3/18	0/2
2339	10793	Wind River Systems, Inc.	0/16	0/4
2340	10793	Softions Consulting, Inc.	1/16	1/4
2341	10793	Vistaar Technologies, Inc.	1/19	0/1
2342	10793	Enoah Isolutions, Inc.	1/17	0/3
2343	10793	Anagh Technologies	-	0/20
2344	10793	Gtransit Solutions, Llc	3/20	-
2345	10793	Mortgage Industry Advisory Corp.	1/18	0/2
2346	10793	Nc Interactive, Llc	0/13	1/7
2347	10793	Comrise Technology, Inc.	1/17	0/3
2348	10793	Synacor Inc.	0/19	0/1
2349	10793	Cervello, Inc.	0/19	0/1
2350	10793	Jacada, Inc.	1/18	0/2
2351	10793	Prologin Technologies, Inc.	2/16	0/4
2352	10793	Avenues International Inc.	0/19	0/1
2353	10793	Dataprise, Inc.	2/14	1/6
2354	10793	Jnj Solutions Inc.	0/14	3/6
2355	10793	Aris Global Llc	0/19	0/1
2356	10793	Sentinel Technologies, Inc.	0/16	1/4
2357	10793	Corporate Technologies, Inc.	3/19	0/1
2358	10793	Celerity It, Llc	0/20	-
2359	10793	Xifin, Inc.	1/15	0/5
2360	10793	Ensoftek, Inc.	0/18	0/2
2361	10793	Logic Solutions, Inc.	0/15	0/5
2362	10793	Sutherland Healthcare Solutions, Inc.	1/17	1/3
2363	10793	Freedom Consulting Group Inc.	2/19	1/1
2364	10793	Mm Infotech, Inc.	0/19	0/1
2365	10793	Solugenix Corporation	0/17	0/3
2366	10793	Vision Information Technologies, Inc.	0/15	0/5
2367	10793	Vsoft Corporation Inc	1/19	0/1
2368	11177	Datadirect Networks, Inc.	1/15	0/4
2369	11177	Boston Technology Corporation	4/19	-
2370	11177	Infovision Technologies Inc	0/19	-
2371	11177	St Tech, Inc	1/18	0/1
2372	11177	Tvarana Software Solutions Llc	1/17	0/2
2373	11177	Aka Enterprise Solutions, Inc.	3/17	0/2
2374	11177	Lg Cns America Inc	2/16	0/3
2375	11177	Shoprunner, Inc.	0/17	0/2
2376	11177	Internext Corporation	2/17	0/2
2377	11177	Gamma Technologies, Inc.	0/14	0/5
2378	11177	Apps Consultants Inc.	2/18	0/1
2379	11177	Platys Group, Llc	0/16	2/3
2380	11177	The Dinex Group, Llc	0/19	-
2381	11177	Rhapsody International Inc.	1/17	0/2
2382	11177	Black Duck Software, Inc.	1/16	0/3
2383	11177	Exadel, Inc.	0/3	0/16
2384	11177	Frontier Communications Corporation	1/17	0/2
2385	11177	Happiest Minds Technologies Pvt Ltd	-	0/19
2386	11177	Findskills Inc	0/16	0/3
2387	11177	Innovative Systems Group, Inc.	0/18	0/1
2388	11177	Enquizit Inc.	0/18	0/1
2389	11177	Qlik Technologies, Inc.	0/14	0/5
2390	11177	Column Technologies, Inc.	0/19	-
2391	11177	Ishi Systems Inc	0/17	0/2
2392	11177	Gtl Usa Inc	3/16	1/3
2393	11177	Csid	0/12	1/7
2394	11177	Real Intent, Inc.	2/15	0/4
2395	11177	Real-Time Innovations, Inc.	0/14	0/5
2396	11177	Boardvantage, Inc.	1/19	-
2397	11177	Trident Consulting	3/19	-
2398	11177	Fastly, Inc.	0/15	0/4
2399	11177	Agilysys, Inc.	1/19	-
2400	11177	Document Solutions Group, Inc.	4/18	0/1
2401	11177	Mrp, Llc	0/17	0/2
2402	11177	Datatek Inc.	0/19	-
2403	11177	Spireon, Inc.	0/16	0/3
2404	11177	Sony Network Entertainment International Llc	2/19	-
2405	11177	Bhaninfo, Inc.	2/16	1/3
2406	11177	All-In-1, Inc.	1/16	0/3
2407	11177	Vicom Computer Services, Inc.	2/17	0/2
2408	11177	Strike Technologies, Llc	0/14	0/5
2409	11602	Tyco Integrated Security Llc	2/17	0/1
2410	11602	Starry Associates, Inc.	5/18	-
2411	11602	Tangome, Inc.	0/16	1/2
2412	11602	Object Edge, Inc.	0/15	0/3
2413	11602	Realflex Applications Llc	0/17	0/1
2414	11602	Innovatis Technologies Llc	1/17	0/1
2415	11602	Bridgeline Digital, Inc.	0/15	0/3
2416	11602	Origin Consulting, Llc	3/16	0/2
2417	11602	Dickinson & Associates, Inc.	0/12	1/6
2418	11602	Comtech Global, Inc.	4/17	0/1
2419	11602	Iementor Corp.	4/11	2/7
2420	11602	Softpak Financial Systems, Inc.	2/13	0/5
2421	11602	Medrio, Inc.	0/10	2/8
2422	11602	Sourcecode North America, Inc.	0/15	0/3
2423	11602	Intec Billing, Inc.	0/14	0/4
2424	11602	Communication Experts Inc.	1/17	0/1
2425	11602	Staffing Technologies, Llc	0/16	1/2
2426	11602	Nagra Usa, Inc.	0/14	0/4
2427	11602	M*modal	1/16	0/2
2428	11602	Cgs Technology Associates, Inc.	1/14	1/4
2429	11602	The Rainmaker Group Holdings, Inc.	2/13	0/5
2430	11602	Grasshopper Group Llc	0/12	0/6
2431	11602	Directv Llc	7/17	0/1
2432	11602	Azul Systems, Inc.	2/13	0/5
2433	11602	Verian Technologies Llc	6/16	1/2
2434	11602	Apn Software Services Inc.	1/17	0/1
2435	11602	Data Systems International	0/15	0/3
2436	11602	Verisk Health, Inc.	2/13	2/5
2437	11602	Csznet, Inc.	2/15	3/3
2438	11602	Openlane, Inc.	1/15	0/3
2439	11602	Tekpundits, Inc.	2/18	-
2440	11602	Ideal Consult Llc	0/16	0/2
2441	11602	Navigator Management Partners, Llc	0/16	0/2
2442	11602	Triple Point Technology, Inc.	0/14	0/4
2443	11602	Makeshopncompany, Inc.	1/16	0/2
2444	11602	Web Wisor Inc	0/17	0/1
2445	11602	Zilliant, Inc.	0/16	0/2
2446	11602	Italent, Inc.	2/15	0/3
2447	11602	Diligent Solutions, Inc.	3/17	0/1
2448	11602	K-Tek Resourcing Llc.	1/17	0/1
2449	11602	Rxlogix Corporation	0/12	0/6
2450	11602	Aavispro Llc	0/17	0/1
2451	11602	Sourcepulse, Llc	3/15	0/3
2452	11602	Itransition, Inc	1/15	0/3
2453	11602	Safenet, Inc.	0/17	0/1
2454	11602	Avesta Computer Services Ltd.	0/15	0/3
2455	11602	Optech, Llc	1/17	0/1
2456	12073	Bpo Systems, Inc.	1/16	0/1
2457	12073	24x7systems,Inc	0/16	0/1
2458	12073	Netsmart Technologies, Inc.	2/13	0/4
2459	12073	Agma Systems Llc	0/11	2/6
2460	12073	Whiztek Corp.	1/15	0/2
2461	12073	Primeon, Inc.	0/11	0/6
2462	12073	Morris & Willner Partners Inc.	0/14	0/3
2463	12073	Sikka Software Corporation	1/10	1/7
2464	12073	Landmark Technologies Inc.	1/17	-
2465	12073	Wharfedale Technologies, Inc.	0/16	0/1
2466	12073	Olr America Inc.	0/14	0/3
2467	12073	Reliance It, Inc.	0/14	0/3
2468	12073	Sun Technologies, Inc.	0/16	0/1
2469	12073	Vocollect, Inc.	0/13	1/4
2470	12073	Palm, Inc.	0/5	1/12
2471	12073	Itapsys Software Solutions Inc	1/15	0/2
2472	12073	On Off Shore Consultans Inc.	1/17	-
2473	12073	Sonsoft, Inc.	0/15	0/2
2474	12073	Lucas Systems, Inc.	0/13	0/4
2475	12073	Innate Solutions,Inc	1/17	-
2476	12073	Sarus Inc.	0/14	1/3
2477	12073	Sysazzle, Inc.	1/16	0/1
2478	12073	Cluster Software, Inc.	2/16	0/1
2479	12073	Global It Associates, Llc.	0/17	-
2480	12073	Deligent Llc	0/8	1/9
2481	12073	Application Development Resources, Inc.	0/14	2/3
2482	12073	Harken Data Inc.	0/14	0/3
2483	12073	J&B Software, Inc.	0/14	0/3
2484	12073	Syapps, Llc	0/13	0/4
2485	12073	Redmane Technology Llc	0/16	0/1
2486	12073	Abacus Business Solutions Inc	2/16	0/1
2487	12073	Xpanxion, Llc	2/16	0/1
2488	12073	Kirkland's Inc.	0/11	1/6
2489	12073	Valud Consulting Llc	1/16	0/1
2490	12073	Knacktek Llc	0/13	0/4
2491	12073	Vidyo Inc.	0/12	0/5
2492	12073	Statacorp, Lp	1/13	0/4
2493	12073	Telvent Usa, Llc	1/15	0/2
2494	12073	Eminent Technology Solutions, Inc.	0/17	-
2495	12073	Eai Technologies Llc	1/15	0/2
2496	12073	Sunrise Systems, Inc.	0/15	0/2
2497	12073	High Tech Consulting, Inc.	2/14	0/3
2498	12073	Tekbank Consultants, Inc.	0/15	0/2
2499	12569	Limelight Networks Inc.	1/15	1/1
2500	12569	Interactive Network Technologies, Inc.	1/14	0/2
2501	12569	Panasas, Inc.	0/12	0/4
2502	12569	Levi, Ray & Shoup, Inc.	1/15	0/1
2503	12569	Avansys, Inc.	2/16	-
2504	12569	Rms Computer Corp.	2/15	0/1
2505	12569	B2b Technology, Inc	0/14	0/2
2506	12569	Kofax, Inc.	1/10	1/6
2507	12569	R & R Systems Inc.	0/12	1/4
2508	12569	Bottomline Technologies (De), Inc.	2/11	0/5
2509	12569	Software Transformations Inc	0/11	0/5
2510	12569	Wisetek Providers, Inc.	1/15	0/1
2511	12569	Vaisnavi Group, Llc	2/14	0/2
2512	12569	3di, Inc.	0/14	0/2
2513	12569	Leading Edge Systems Richmond	0/15	1/1
2514	12569	Softpros, Inc.	0/15	0/1
2515	12569	Ensco, Inc.	1/15	0/1
2516	12569	Cdnetworks, Inc.	1/15	0/1
2517	12569	First Tier Technology, Llc	0/14	1/2
2518	12569	Virtela Technology Services Inc.	0/10	1/6
2519	12569	Amtex Enterprises, Inc.	0/13	0/3
2520	12569	Primetech Systems, Inc.	2/16	-
2521	12569	Global Software Resources, Inc.	0/14	0/2
2522	12569	Sap Public Services, Inc.	0/12	1/4
2523	12569	Hylee Llc	0/16	-
2524	12569	Scopus It	1/15	0/1
2525	12569	Savari, Inc.	1/15	0/1
2526	12569	Fiserv Automotive Solutions, Inc.	0/12	0/4
2527	12569	Winsome It Inc.	0/16	-
2528	12569	Deltek, Inc.	1/13	0/3
2529	12569	Guardian Analytics	0/11	1/5
2530	12569	Lumos Labs, Inc.	1/12	0/4
2531	12569	Systech International, Inc.	1/15	0/1
2532	12569	Map-It Solutions Inc	0/13	0/3
2533	12569	Ecap & Sol Inc	3/16	-
2534	12569	Indus It Valley, Inc.	0/15	0/1
2535	12569	Clarkston-Potomac Group, Inc.	0/15	1/1
2536	12569	Retailnext, Inc.	0/15	0/1
2537	12569	Aryaka Networks, Inc	0/15	0/1
2538	12569	Pctel, Inc.	1/13	0/3
2539	12569	Sunwise Solutions Inc	3/15	0/1
2540	12569	Kee Technologies Group, Inc.	0/16	-
2541	12569	Absomax Inc	1/16	-
2542	12569	Opsol Integrators Inc.	0/9	2/7
2543	12569	Frontage Technologies Inc	0/15	0/1
2544	12569	Iconics, Inc	0/13	0/3
2545	12569	Fabergent, Inc.	2/16	-
2546	12569	Buck Consultants, Llc	0/12	0/4
2547	12569	Object Computing, Inc.	1/15	0/1
2548	12569	Adva Optical Networking North America, Inc.	0/13	1/3
2549	12569	Smith Micro Software, Inc.	0/14	0/2
2550	12569	V-Solve, Inc.	1/15	0/1
2551	12569	Wynn Las Vegas, Llc	0/12	2/4
2552	12569	Convergys Corporation	0/14	1/2
2553	12569	Infinity Consulting Solutions, Inc.	0/14	0/2
2554	12569	Unify Systems, Inc.	1/11	0/5
2555	12569	Infosenseglobal Inc.	3/15	0/1
2556	12569	Coalfire Systems, Inc.	0/12	0/4
2557	12569	Bastian Solutions	1/13	0/3
2558	12569	Transnative Associates, Inc	0/16	-
2559	12569	Active Health Management	0/13	0/3
2560	12569	The Diligent Group Llc	-	0/16
2561	13176	Gcommerce, Inc.	1/14	0/1
2562	13176	Zytus,Inc	0/11	0/4
2563	13176	Wiz Tech, Inc.	0/5	3/10
2564	13176	Mqr Technologies Llc	2/14	0/1
2565	13176	Attempt It Solutions, Inc	1/13	0/2
2566	13176	Infoimage Inc	1/15	-
2567	13176	Alert Logic Inc.	0/12	1/3
2568	13176	Telarix, Inc.	0/11	1/4
2569	13176	Changsheng, Inc.	0/14	0/1
2570	13176	Brooks Automation, Inc.	0/15	-
2571	13176	Esolutions America, Inc.	1/11	0/4
2572	13176	Infusiondev Llc	0/8	0/7
2573	13176	Symphony Infotek, Inc.	1/15	-
2574	13176	Intermedia Group, Inc.	1/14	1/1
2575	13176	Architech Solutions, Llc	0/15	-
2576	13176	Tekcrew, Inc.	0/12	0/3
2577	13176	Wall Street Systems Delaware, Inc.	1/10	0/5
2578	13176	Magenic Technologies, Inc.	0/13	0/2
2579	13176	Video Gaming Technologies, Inc.	1/13	0/2
2580	13176	Anexinet Corp.	3/13	0/2
2581	13176	Get Well Network Inc.	0/11	0/4
2582	13176	Gree International, Inc.	0/15	-
2583	13176	Summa Technologies, Inc.	1/9	0/6
2584	13176	Vi Systems, Inc	1/15	-
2585	13176	Spinsci Technologies, Llc	2/14	1/1
2586	13176	International Technegroup Inc.	0/11	1/4
2587	13176	Exec Search, Inc.	0/11	0/4
2588	13176	Kompsoft, Inc.	1/14	0/1
2589	13176	Nanda Infotech Services Inc	0/11	3/4
2590	13176	Managed Markets Insight And Technology, Llc	1/15	-
2591	13176	Horizon Technologies Inc	0/13	1/2
2592	13176	Cpt Holdings, Inc.	0/12	0/3
2593	13176	Birst, Inc.	1/8	0/7
2594	13176	Dstillery Inc.	0/10	1/5
2595	13176	Gar Technologies Inc	1/13	2/2
2596	13176	Stoneriver, Inc.	0/13	0/2
2597	13176	Elemica, Inc.	1/12	0/3
2598	13176	Kineticom, Inc.	0/13	0/2
2599	13176	H-3 Technologies, Llc	0/14	1/1
2600	13176	Galois, Inc.	0/14	0/1
2601	13176	Bhargav Computer Consultants Usa-Ma, Inc	1/15	-
2602	13176	Netra Technologies, Inc.	3/15	-
2603	13176	Search Technologies Corp.	0/12	1/3
2604	13176	King Automation Incorporated	1/12	0/3
2605	13815	Jd Consulting, Inc.	0/13	0/1
2606	13815	Ideliver Techologies, Llc	0/14	-
2607	13815	A3h Foods, Lp	-	1/14
2608	13815	Nexgen Technologies Llc	0/11	0/3
2609	13815	United Supermarkets, Llc	1/13	0/1
2610	13815	Telephone & Data Systems, Inc.	2/13	0/1
2611	13815	Diverse Lynx, Llc	0/11	2/3
2612	13815	Saptopia Consulting Llc	0/12	0/2
2613	13815	Third I, Inc.	0/12	0/2
2614	13815	Dvi Technologies, Inc.D/B/A Datavibes Technologies	-	4/14
2615	13815	Sumeru Inc.	2/13	0/1
2616	13815	American Legalnet Inc	0/10	0/4
2617	13815	Brink's, Incorporated	0/11	0/3
2618	13815	Arnamy, Inc.	1/14	-
2619	13815	Unissant, Inc.	2/12	0/2
2620	13815	Infowaretech, Inc	1/12	1/2
2621	13815	Lab49, Inc.	0/11	0/3
2622	13815	Omnigon Communications, Llc	0/13	0/1
2623	13815	Techno Marketing Group Llc	1/11	0/3
2624	13815	Immidi Infotech Llc	2/14	-
2625	13815	Riskval Financial Solutions Llc	0/12	0/2
2626	13815	Oxaliz Technologies, Llc	0/12	0/2
2627	13815	Pulse Systems Inc.	3/9	3/5
2628	13815	Advantco International Llc	4/13	0/1
2629	13815	Venafi, Inc.	2/12	0/2
2630	13815	Ungerboeck Systems International, Inc.	1/13	0/1
2631	13815	Digimarc Corporation	0/10	1/4
2632	13815	Micro2mega, Inc.	0/11	1/3
2633	13815	Orian Engineers Incorporated	0/14	-
2634	13815	Amind Solutions, Llc	0/10	1/4
2635	13815	Netsuite Inc.	2/7	0/7
2636	13815	Millennium Info Tech, Inc	-	1/14
2637	13815	Omegacube Technologies, Inc.	1/12	1/2
2638	13815	Prospect 33 Llc	0/13	0/1
2639	13815	Mitratech Holdings, Inc.	0/13	0/1
2640	13815	Long Tail Ad Solutions Inc	0/14	-
2641	13815	Global Tech Inc	1/12	1/2
2642	13815	Acistek Corporation	0/12	0/2
2643	13815	Vichara Technologies, Inc.	0/12	0/2
2644	13815	Infoobjects, Inc	0/13	0/1
2645	13815	Najsoft, Inc	0/10	0/4
2646	13815	Mars It Corp	1/13	0/1
2647	13815	Think Tree Technologies Inc.	1/14	-
2648	13815	R Square, Inc	1/14	-
2649	13815	Cyret Technologies, Inc.	0/14	-
2650	13815	Klntek	0/14	-
2651	13815	Interra Information Technologies Inc	1/14	-
2652	13815	Marchex, Inc.	2/13	0/1
2653	13815	O'Neil Data Systems Llc	0/9	1/5
2654	13815	Forte Consulting Group	-	0/14
2655	13815	Genius Sis, Inc.	0/10	0/4
2656	13815	Majescomastek	-	12/14
2657	13815	Acclaris, Inc.	0/12	0/2
2658	13815	Decision Tree Consulting, Llc	1/12	0/2
2659	13815	Gxs, Inc.	1/14	-
2660	13815	Workflow Technologies, Inc.	1/13	0/1
2661	14560	Everge Group, Llc	0/12	0/1
2662	14560	Interloc Solutions Inc.	0/11	0/2
2663	14560	Linden Research, Inc.	0/9	0/4
2664	14560	9 Dots Technology, Inc.	1/11	0/2
2665	14560	Janus Automation Llc	0/7	0/6
2666	14560	Bucher And Christian Consulting, Inc.	0/13	-
2667	14560	Kaltech International Corporation	0/13	-
2668	14560	Altech Star Inc.	0/13	-
2669	14560	Wealthengine, Inc.	3/11	0/2
2670	14560	Datastaff, Inc.	0/12	0/1
2671	14560	Insomniac Games, Inc.	0/6	4/7
2672	14560	Vajrasoft, Llc	1/13	-
2673	14560	Computer Generated Solutions, Inc.	2/13	-
2674	14560	White Lodging Services Corp.	1/12	0/1
2675	14560	Ventures Unlimited Inc.	0/11	0/2
2676	14560	Linx-As, Llc	2/12	0/1
2677	14560	Citilabs, Inc.	0/12	0/1
2678	14560	Rivet Logic Corporation	0/10	0/3
2679	14560	Anjani Etech Solutions Inc	0/13	-
2680	14560	Brilliant Software Solutions, Inc.	0/13	-
2681	14560	Maxim Technologies Inc	0/12	0/1
2682	14560	Spar Solutions, Llc	1/10	0/3
2683	14560	Allied Digital Services, Llc	1/12	0/1
2684	14560	Veros Real Estate Solutions, Llc	0/11	1/2
2685	14560	Aptek Solutions, Inc.	0/10	1/3
2686	14560	Opentv Inc.	0/9	0/4
2687	14560	Snap-On Business Solutions	0/13	-
2688	14560	Bluesky Technology Partners, Inc.	0/11	0/2
2689	14560	Sunquest Information Systems, Inc.	2/11	0/2
2690	14560	Caresoft Inc	0/12	0/1
2691	14560	Ekuber Ventures Inc	0/13	-
2692	14560	Athenadoyens Llc	2/12	0/1
2693	14560	Corporate Systems Associates, Inc.	0/10	0/3
2694	14560	Piast Meats & Provisions, Inc.	-	1/13
